,time,lat,lon,depth,prochloro_abundance,synecho_abundance
430,2003-06-06,24.329,-32.57,100.1,130000.0,1308.3
431,2003-06-06,24.329,-32.57,125.4,125000.0,897.68
432,2003-06-06,24.329,-32.57,150.2,39694.0,36.17
433,2003-06-06,24.329,-32.57,175.8,11911.0,11.94
434,2003-06-06,24.329,-32.57,200.3,2742.5,12.02
435,2003-06-06,24.329,-32.57,250.4,0.0,2.71
436,2003-06-06,24.329,-32.57,301.5,0.0,5.58
437,2003-06-07,26.461,-30.16,8.2,42525.0,1505.5
438,2003-06-07,26.461,-30.16,20.9,54643.0,1989.4
439,2003-06-07,26.461,-30.16,36.6,66977.0,2201.1
440,2003-06-07,26.461,-30.16,66.5,96523.0,1979.2
441,2003-06-07,26.461,-30.16,132.8,114000.0,1094.6
